id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_tanaman,luas_tanaman,satuan,tahun
316,32,JAWA BARAT,3275,KOTA BEKASI,PANEN,0.0,HEKTAR,2021
317,32,JAWA BARAT,3276,KOTA DEPOK,TANAM,0.0,HEKTAR,2021
318,32,JAWA BARAT,3276,KOTA DEPOK,PANEN,0.0,HEKTAR,2021
319,32,JAWA BARAT,3277,KOTA CIMAHI,TANAM,0.0,HEKTAR,2021
320,32,JAWA BARAT,3277,KOTA CIMAHI,PANEN,0.0,HEKTAR,2021
321,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TANAM,0.0,HEKTAR,2021
322,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANEN,0.0,HEKTAR,2021
323,32,JAWA BARAT,3279,KOTA BANJAR,TANAM,0.0,HEKTAR,2021
324,32,JAWA BARAT,3279,KOTA BANJAR,PANEN,0.0,HEKTAR,2021
325,32,JAWA BARAT,3201,KABUPATEN BOGOR,TANAM,0.0,HEKTAR,2022
326,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANEN,0.0,HEKTAR,2022
327,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TANAM,0.0,HEKTAR,2022
328,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANEN,0.0,HEKTAR,2022
329,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TANAM,0.0,HEKTAR,2022
330,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANEN,0.0,HEKTAR,2022
331,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TANAM,0.0,HEKTAR,2022
332,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANEN,0.0,HEKTAR,2022
333,32,JAWA BARAT,3205,KABUPATEN GARUT,TANAM,0.0,HEKTAR,2022
334,32,JAWA BARAT,3205,KABUPATEN GARUT,PANEN,0.0,HEKTAR,2022
335,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TANAM,0.0,HEKTAR,2022
336,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANEN,0.0,HEKTAR,2022
337,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TANAM,0.0,HEKTAR,2022
338,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANEN,0.0,HEKTAR,2022
339,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TANAM,202.0,HEKTAR,2022
340,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANEN,202.0,HEKTAR,2022
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,TANAM,4216.0,HEKTAR,2022
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANEN,4216.0,HEKTAR,2022
343,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TANAM,4035.0,HEKTAR,2022
344,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANEN,4035.0,HEKTAR,2022
345,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TANAM,24.0,HEKTAR,2022
346,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANEN,24.0,HEKTAR,2022
347,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TANAM,2030.0,HEKTAR,2022
348,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANEN,2030.0,HEKTAR,2022
349,32,JAWA BARAT,3213,KABUPATEN SUBANG,TANAM,3244.0,HEKTAR,2022
350,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANEN,3244.0,HEKTAR,2022
351,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TANAM,0.0,HEKTAR,2022
352,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANEN,0.0,HEKTAR,2022
353,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TANAM,0.0,HEKTAR,2022
354,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANEN,0.0,HEKTAR,2022
355,32,JAWA BARAT,3216,KABUPATEN BEKASI,TANAM,0.0,HEKTAR,2022
356,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANEN,0.0,HEKTAR,2022
357,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TANAM,0.0,HEKTAR,2022
358,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANEN,0.0,HEKTAR,2022
359,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TANAM,0.0,HEKTAR,2022
360,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANEN,0.0,HEKTAR,2022
361,32,JAWA BARAT,3271,KOTA BOGOR,TANAM,0.0,HEKTAR,2022
362,32,JAWA BARAT,3271,KOTA BOGOR,PANEN,0.0,HEKTAR,2022
363,32,JAWA BARAT,3272,KOTA SUKABUMI,TANAM,0.0,HEKTAR,2022
364,32,JAWA BARAT,3272,KOTA SUKABUMI,PANEN,0.0,HEKTAR,2022
365,32,JAWA BARAT,3273,KOTA BANDUNG,TANAM,0.0,HEKTAR,2022
366,32,JAWA BARAT,3273,KOTA BANDUNG,PANEN,0.0,HEKTAR,2022
367,32,JAWA BARAT,3274,KOTA CIREBON,TANAM,0.0,HEKTAR,2022
368,32,JAWA BARAT,3274,KOTA CIREBON,PANEN,0.0,HEKTAR,2022
369,32,JAWA BARAT,3275,KOTA BEKASI,TANAM,0.0,HEKTAR,2022
370,32,JAWA BARAT,3275,KOTA BEKASI,PANEN,0.0,HEKTAR,2022
371,32,JAWA BARAT,3276,KOTA DEPOK,TANAM,0.0,HEKTAR,2022
372,32,JAWA BARAT,3276,KOTA DEPOK,PANEN,0.0,HEKTAR,2022
373,32,JAWA BARAT,3277,KOTA CIMAHI,TANAM,0.0,HEKTAR,2022
374,32,JAWA BARAT,3277,KOTA CIMAHI,PANEN,0.0,HEKTAR,2022
375,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TANAM,0.0,HEKTAR,2022
376,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANEN,0.0,HEKTAR,2022
377,32,JAWA BARAT,3279,KOTA BANJAR,TANAM,0.0,HEKTAR,2022
378,32,JAWA BARAT,3279,KOTA BANJAR,PANEN,0.0,HEKTAR,2022
379,32,JAWA BARAT,3201,KABUPATEN BOGOR,TANAM,0.0,HEKTAR,2023
380,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANEN,0.0,HEKTAR,2023
381,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TANAM,0.0,HEKTAR,2023
382,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANEN,0.0,HEKTAR,2023
383,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TANAM,0.0,HEKTAR,2023
384,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANEN,0.0,HEKTAR,2023
385,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TANAM,0.0,HEKTAR,2023
386,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANEN,0.0,HEKTAR,2023
387,32,JAWA BARAT,3205,KABUPATEN GARUT,TANAM,0.0,HEKTAR,2023
388,32,JAWA BARAT,3205,KABUPATEN GARUT,PANEN,0.0,HEKTAR,2023
389,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TANAM,0.0,HEKTAR,2023
390,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANEN,0.0,HEKTAR,2023
391,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TANAM,0.0,HEKTAR,2023
392,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANEN,0.0,HEKTAR,2023
393,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TANAM,204.0,HEKTAR,2023
394,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANEN,204.0,HEKTAR,2023
395,32,JAWA BARAT,3209,KABUPATEN CIREBON,TANAM,4493.2,HEKTAR,2023
396,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANEN,4493.2,HEKTAR,2023
397,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TANAM,4005.5,HEKTAR,2023
398,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANEN,4005.5,HEKTAR,2023
399,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TANAM,12.0,HEKTAR,2023
400,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANEN,12.0,HEKTAR,2023
401,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TANAM,2843.9,HEKTAR,2023
402,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANEN,2843.9,HEKTAR,2023
403,32,JAWA BARAT,3213,KABUPATEN SUBANG,TANAM,3475.1,HEKTAR,2023
404,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANEN,3475.1,HEKTAR,2023
405,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TANAM,0.0,HEKTAR,2023
406,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANEN,0.0,HEKTAR,2023
407,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TANAM,0.0,HEKTAR,2023
408,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANEN,0.0,HEKTAR,2023
409,32,JAWA BARAT,3216,KABUPATEN BEKASI,TANAM,0.0,HEKTAR,2023
410,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANEN,0.0,HEKTAR,2023
411,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TANAM,0.0,HEKTAR,2023
412,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANEN,0.0,HEKTAR,2023
413,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TANAM,0.0,HEKTAR,2023
414,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANEN,0.0,HEKTAR,2023
415,32,JAWA BARAT,3271,KOTA BOGOR,TANAM,0.0,HEKTAR,2023
416,32,JAWA BARAT,3271,KOTA BOGOR,PANEN,0.0,HEKTAR,2023
417,32,JAWA BARAT,3272,KOTA SUKABUMI,TANAM,0.0,HEKTAR,2023
418,32,JAWA BARAT,3272,KOTA SUKABUMI,PANEN,0.0,HEKTAR,2023
419,32,JAWA BARAT,3273,KOTA BANDUNG,TANAM,0.0,HEKTAR,2023
420,32,JAWA BARAT,3273,KOTA BANDUNG,PANEN,0.0,HEKTAR,2023
421,32,JAWA BARAT,3274,KOTA CIREBON,TANAM,0.0,HEKTAR,2023
422,32,JAWA BARAT,3274,KOTA CIREBON,PANEN,0.0,HEKTAR,2023
423,32,JAWA BARAT,3275,KOTA BEKASI,TANAM,0.0,HEKTAR,2023
424,32,JAWA BARAT,3275,KOTA BEKASI,PANEN,0.0,HEKTAR,2023
425,32,JAWA BARAT,3276,KOTA DEPOK,TANAM,0.0,HEKTAR,2023
426,32,JAWA BARAT,3276,KOTA DEPOK,PANEN,0.0,HEKTAR,2023
427,32,JAWA BARAT,3277,KOTA CIMAHI,TANAM,0.0,HEKTAR,2023
428,32,JAWA BARAT,3277,KOTA CIMAHI,PANEN,0.0,HEKTAR,2023
429,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TANAM,0.0,HEKTAR,2023
430,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANEN,0.0,HEKTAR,2023
431,32,JAWA BARAT,3279,KOTA BANJAR,TANAM,0.0,HEKTAR,2023
432,32,JAWA BARAT,3279,KOTA BANJAR,PANEN,0.0,HEKTAR,2023
433,32,JAWA BARAT,3201,KABUPATEN BOGOR,TANAM,0.0,HEKTAR,2024
434,32,JAWA BARAT,3201,KABUPATEN BOGOR,PANEN,0.0,HEKTAR,2024
435,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,TANAM,0.0,HEKTAR,2024
436,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,PANEN,0.0,HEKTAR,2024
437,32,JAWA BARAT,3203,KABUPATEN CIANJUR,TANAM,0.0,HEKTAR,2024
438,32,JAWA BARAT,3203,KABUPATEN CIANJUR,PANEN,0.0,HEKTAR,2024
439,32,JAWA BARAT,3204,KABUPATEN BANDUNG,TANAM,0.0,HEKTAR,2024
440,32,JAWA BARAT,3204,KABUPATEN BANDUNG,PANEN,0.0,HEKTAR,2024
441,32,JAWA BARAT,3205,KABUPATEN GARUT,TANAM,0.0,HEKTAR,2024
442,32,JAWA BARAT,3205,KABUPATEN GARUT,PANEN,0.0,HEKTAR,2024
443,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,TANAM,0.0,HEKTAR,2024
444,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,PANEN,0.0,HEKTAR,2024
445,32,JAWA BARAT,3207,KABUPATEN CIAMIS,TANAM,0.0,HEKTAR,2024
446,32,JAWA BARAT,3207,KABUPATEN CIAMIS,PANEN,0.0,HEKTAR,2024
447,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,TANAM,228.0,HEKTAR,2024
448,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,PANEN,228.0,HEKTAR,2024
449,32,JAWA BARAT,3209,KABUPATEN CIREBON,TANAM,4533.0,HEKTAR,2024
450,32,JAWA BARAT,3209,KABUPATEN CIREBON,PANEN,4533.0,HEKTAR,2024
451,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,TANAM,3643.0,HEKTAR,2024
452,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,PANEN,3643.0,HEKTAR,2024
453,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,TANAM,0.0,HEKTAR,2024
454,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,PANEN,0.0,HEKTAR,2024
455,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,TANAM,3227.0,HEKTAR,2024
456,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,PANEN,3227.0,HEKTAR,2024
457,32,JAWA BARAT,3213,KABUPATEN SUBANG,TANAM,3595.0,HEKTAR,2024
458,32,JAWA BARAT,3213,KABUPATEN SUBANG,PANEN,3595.0,HEKTAR,2024
459,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,TANAM,0.0,HEKTAR,2024
460,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,PANEN,0.0,HEKTAR,2024
461,32,JAWA BARAT,3215,KABUPATEN KARAWANG,TANAM,0.0,HEKTAR,2024
462,32,JAWA BARAT,3215,KABUPATEN KARAWANG,PANEN,0.0,HEKTAR,2024
463,32,JAWA BARAT,3216,KABUPATEN BEKASI,TANAM,0.0,HEKTAR,2024
464,32,JAWA BARAT,3216,KABUPATEN BEKASI,PANEN,0.0,HEKTAR,2024
465,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,TANAM,0.0,HEKTAR,2024
466,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,PANEN,0.0,HEKTAR,2024
467,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,TANAM,0.0,HEKTAR,2024
468,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,PANEN,0.0,HEKTAR,2024
469,32,JAWA BARAT,3271,KOTA BOGOR,TANAM,0.0,HEKTAR,2024
470,32,JAWA BARAT,3271,KOTA BOGOR,PANEN,0.0,HEKTAR,2024
471,32,JAWA BARAT,3272,KOTA SUKABUMI,TANAM,0.0,HEKTAR,2024
472,32,JAWA BARAT,3272,KOTA SUKABUMI,PANEN,0.0,HEKTAR,2024
473,32,JAWA BARAT,3273,KOTA BANDUNG,TANAM,0.0,HEKTAR,2024
474,32,JAWA BARAT,3273,KOTA BANDUNG,PANEN,0.0,HEKTAR,2024
475,32,JAWA BARAT,3274,KOTA CIREBON,TANAM,0.0,HEKTAR,2024
476,32,JAWA BARAT,3274,KOTA CIREBON,PANEN,0.0,HEKTAR,2024
477,32,JAWA BARAT,3275,KOTA BEKASI,TANAM,0.0,HEKTAR,2024
478,32,JAWA BARAT,3275,KOTA BEKASI,PANEN,0.0,HEKTAR,2024
479,32,JAWA BARAT,3276,KOTA DEPOK,TANAM,0.0,HEKTAR,2024
480,32,JAWA BARAT,3276,KOTA DEPOK,PANEN,0.0,HEKTAR,2024
481,32,JAWA BARAT,3277,KOTA CIMAHI,TANAM,0.0,HEKTAR,2024
482,32,JAWA BARAT,3277,KOTA CIMAHI,PANEN,0.0,HEKTAR,2024
483,32,JAWA BARAT,3278,KOTA TASIKMALAYA,TANAM,0.0,HEKTAR,2024
484,32,JAWA BARAT,3278,KOTA TASIKMALAYA,PANEN,0.0,HEKTAR,2024
485,32,JAWA BARAT,3279,KOTA BANJAR,TANAM,0.0,HEKTAR,2024
486,32,JAWA BARAT,3279,KOTA BANJAR,PANEN,0.0,HEKTAR,2024
